space_time_id,GID_0,NAME_0,GID_2,NAME_1,year,month,day,country,admin1,location,infra_cate,infra,sub_event_,damage_inf,severity_i,notes,fatalities,actor1,assoc_acto,inter1,actor2,assoc_ac_1,inter2,source,radio,mcc,net,ran_usd,tower_usd,power_usd,backhaul_usd,labor_usd,total_usd,pop,wealth_usd,wealth_cfa,usd_to_cfa
2022_2_24_-1.569_13.5406,BFA,Burkina Faso,BFA.4.1_1,Centre-Nord,2022,2,24,Burkina Faso,Centre-Nord,Wousse,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 24 February 2022, presumed JNIM militants sabotaged an electric line and a telecommunications antenna in the area of Wousse (Kongoussi, Bam).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,16052.533410622267,4806964,7695,0.0016
2022_1_16_-3.2_12.8166,BFA,Burkina Faso,BFA.1.5_1,Boucle du Mouhoun,2022,1,16,Burkina Faso,Boucle du Mouhoun,Gassan,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 16 January 2022, presumed JNIM militants destroyed several telecommunications antennas in the town of Gassan (Gassan, Nayala).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,14014.139498351553,3948342,6317,0.0016
2022_5_6_-0.1496_13.3896,BFA,Burkina Faso,BFA.8.1_1,Est,2022,5,6,Burkina Faso,Est,Nieba,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 6 May 2022, presumed JNIM militants burned a high school and telecommunications antennas in the village of Nieba (Coalla, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,6240.770066066568,1810002,2896,0.0016
2022_10_8_-3.535_11.2982,BFA,Burkina Faso,BFA.9.3_1,Haut-Bassins,2022,10,8,Burkina Faso,Hauts-Bassins,Pe,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 8 October 2022, presumed JNIM militants burned a telecommunications antenna in the village of Pe (Koumbia, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,13096.046729008322,3623591,5803,0.0016
2023_1_30_-0.3204_12.4845,BFA,Burkina Faso,BFA.3.3_1,Centre-Est,2023,1,30,Burkina Faso,Centre-Est,Ouenga,communications,installation,Looting/property destruction,ransacking,unknown,"Property destruction: On 30 January 2023, presumed JNIM militants vandalized cell phone installations in Ouenga (Andemtenga, Kourittenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,16077.912259411236,4531204,7248,0.0016
2021_11_22_0.9074_13.4411,BFA,Burkina Faso,BFA.12.4_1,Sahel,2021,11,22,Burkina Faso,Sahel,Boundore,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 22 November 2021, presumed JNIM militants destroyed telecommunications antennas in the town of Boundore (Boundore, Yagha).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,9390.518617110163,2082884,3333,0.0016
2022_2_23_-1.5475_13.4985,BFA,Burkina Faso,BFA.4.1_1,Centre-Nord,2022,2,23,Burkina Faso,Centre-Nord,Yalka,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 23 February 2022, presumed JNIM militants burned a telecommunications antenna and a volunteer fighter (VDP) headquarters in the village of Yalka (Kongoussi, Bam). The militants called on the VDP to disarm.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),VDP: Volunteer for Defense of Homeland,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,10458.46299011012,3095809,4951,0.0016
2022_2_19_1.3169_12.4037,BFA,Burkina Faso,BFA.8.5_1,Est,2022,2,19,Burkina Faso,Est,Sakoani,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 19 February 2022, presumed JNIM militants destroyed telecommunications antennas in the village of Sakoani (Kantchari, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,9002.175545503149,2839951,4539,0.0016
2022_12_30_-1.165_13.1482,BFA,Burkina Faso,BFA.4.3_1,Centre-Nord,2022,12,30,Burkina Faso,Centre-Nord,Delga,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 30 December 2022, presumed JNIM militants destroyed a telecommunications installation in the village of Delga (Kaya, Sanmatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,40368.96114707528,17230108,27566,0.0016
2022_3_5_-2.8146_13.1271,BFA,Burkina Faso,BFA.1.6_1,Boucle du Mouhoun,2022,3,5,Burkina Faso,Boucle du Mouhoun,Bonou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 5 March 2022, presumed JNIM militants burned a telecommunications antenna in the village of Bonou (Tougan, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,6338.598594432278,2084667,3334,0.0016
2022_9_8_-4.189_12.0804,BFA,Burkina Faso,BFA.1.2_1,Boucle du Mouhoun,2022,9,8,Burkina Faso,Boucle du Mouhoun,Bena,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 8 September 2022, presumed JNIM militants burned telecommunications antennas in the village of Bena (Solenzo, Banwa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,24980.35557184284,7363831,11783,0.0016
2022_7_26_0.505_11.703,BFA,Burkina Faso,BFA.8.2_1,Est,2022,7,26,Burkina Faso,Est,Natiaboani,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 26 July 2022, overnight presumed JNIM militants sabotaged a telecommunications antenna near the village of Natiaboani (Fada Ngourma, Gourma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,15578.776647309744,4082899,6528,0.0016
2020_5_11_0.5875_11.3512,BFA,Burkina Faso,BFA.8.4_1,Est,2020,5,11,Burkina Faso,Est,Kabonga,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 11 May 2020, presumed JNIM militants briefly detained two telecommunication technicians in Kabonga (Pama, Kompienga), and in front of them destroyed the antenna that the technicians were supposed to repair before releasing them.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,12469.8407642928,3171039,5058,0.0016
2022_10_6_-3.4779_11.1344,BFA,Burkina Faso,BFA.13.1_1,Sud-Ouest,2022,10,6,Burkina Faso,Sud-Ouest,Nahirindon,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 6 October 2022, presumed JNIM militants vandalized telecommunications antennas in the village of Nahirindon (Gbondjigui, Bougouriba).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,6785.074773578171,1620152,2589,0.0016
2022_12_4_-2.6333_11.2666,BFA,Burkina Faso,BFA.5.3_1,Centre-Ouest,2022,12,4,Burkina Faso,Centre-Ouest,Niabouri,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 4 December 2022, presumed JNIM militants vandalized the mayor's office and telecommunications antennas in the village of Niabouri (Niabouri, Sissili).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,20496.210593116837,4339503,6938,0.0016
2022_9_3_-2.5999_13.0998,BFA,Burkina Faso,BFA.10.4_1,Nord,2022,9,3,Burkina Faso,Nord,Bangasse,communications,installation,Looting/property destruction,ransacking,unknown,"Property destruction: On 3 September 2022, presumed JNIM militants vandalized a school and telecommunications installations in the village of Bangasse (Boussou, Zondoma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,8244.803974797847,2325255,3717,0.0016
2022_1_28_0.6079_12.0249,BFA,Burkina Faso,BFA.8.2_1,Est,2022,1,28,Burkina Faso,Est,Namoungou,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 28 January 2022, presumed JNIM militants destroyed telecommunications antennas near the village of Namoungou (Fada Ngourma, Gourma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,15578.482821012814,4492172,7193,0.0016
2022_2_4_-3.4151_13.169,BFA,Burkina Faso,BFA.1.6_1,Boucle du Mouhoun,2022,2,4,Burkina Faso,Boucle du Mouhoun,Di,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: Around 4 February 2022 (as reported), presumed JNIM militants sabotaged a telecommunications installation in the town of Di (Di, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,40000,15000,5000,30000,1000,91000,19587.743598302503,7241455,11580,0.0016
2022_2_3_-3.472_12.6004,BFA,Burkina Faso,BFA.1.4_1,Boucle du Mouhoun,2022,2,3,Burkina Faso,Boucle du Mouhoun,Soukui,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 3 February 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Soukui (Dedougou, Mouhoun).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,16932.525262307387,4467920,7151,0.0016
2022_2_10_0.1526_12.4178,BFA,Burkina Faso,BFA.8.1_1,Est,2022,2,10,Burkina Faso,Est,Botou,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 10 February 2022, presumed JNIM militants destroyed telecommunications antennas in the village of Botou (Bilanga, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,12868.209382613906,3141149,5030,0.0016
2022_10_6_-3.5133_11.109,BFA,Burkina Faso,BFA.13.1_1,Sud-Ouest,2022,10,6,Burkina Faso,Sud-Ouest,Intiedougou,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 6 October 2022, presumed JNIM militants vandalized telecommunications antennas in the village of Intiedougou (Gbondjigui, Bougouriba).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,5184.763711984715,1385040,2220,0.0016
2022_6_29_0.5264_13.4417,BFA,Burkina Faso,BFA.12.4_1,Sahel,2022,6,29,Burkina Faso,Sahel,Sebba,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 29 June 2022, presumed IS Sahel militants destroyed telecommunications antennas on the road between Sebba (Sebba, Yagha) and Dori (Dori, Seno).",0,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,17187.310939550185,4709368,7522,0.0016
2022_1_26_0.8333_11.1574,BFA,Burkina Faso,BFA.8.4_1,Est,2022,1,26,Burkina Faso,Est,Nadiagou,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 26 January 2022, presumed JNIM militants vandalized a telecommunications antenna about 8km southeast of Nadiagou (Pama, Kompienga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,12453.169259263132,3730943,5975,0.0016
2022_8_19_-0.2017_12.288,BFA,Burkina Faso,BFA.8.1_1,Est,2022,8,19,Burkina Faso,Centre-Est,Sabrabinatenga,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 19 August 2022, presumed JNIM militants burned telecommunications antennas in the village of Sabrabinatenga (Andemtenga, Kourittenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,17050.721558018777,4621763,7395,0.0016
2019_4_19_-0.7166_14.0482,BFA,Burkina Faso,BFA.12.3_1,Sahel,2019,4,19,Burkina Faso,Sahel,Djika,communications,other,Attack on civilians,sabotage,damaged,"On 19 April 2019, presumed ISGS militants attacked the village of Djika (Soum, Sahel). Seven people including three school construction workers were reportedly killed, two vehicles burned, telecommunications mast damaged, and livestock seized.",7,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,11657.656491330708,3109560,4972,0.0016
2022_2_7_0.3386_12.2975,BFA,Burkina Faso,BFA.8.2_1,Est,2022,2,7,Burkina Faso,Est,Yamba,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 7 February 2022, presumed JNIM militants sabotaged a telecommunications antenna in the town of Yamba (Yamba, Gourma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,11009.710798086106,2972316,4768,0.0016
2022_10_31_-0.36_11.3693,BFA,Burkina Faso,BFA.3.1_1,Centre-Est,2022,10,31,Burkina Faso,Centre-Est,Gnangdin,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 31 October 2022, presumed JNIM militants burned telecommunication antennas in the village of Gnangdin (Bittou, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,40000,15000,5000,30000,1000,91000,18686.900090834253,4902917,7845,0.0016
2011_4_15_-1.5247_12.3703,BFA,Burkina Faso,BFA.7.1_1,Centre,2011,4,15,Burkina Faso,Centre,Ouagadougou,communications,radio station,Violent demonstration,ransacking,unknown,"Soldiers from three barracks took to the streets of the Burkina Faso capital overnight, firing into the air and pillaging as their mutiny entered a third day, an AFP journalist reported Saturday. A group of mutinous soldiers in the early hours of 15 Apri",0,Rioters (Burkina Faso),Military Forces of Burkina Faso (1987-2014),Rioters,,,,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,LTE,613.0,2.0,40000,15000,5000,30000,1000,91000,2449704.541163427,3273727439,5237959,0.0016
2022_3_24_-2.3336_13.6758,BFA,Burkina Faso,BFA.10.3_1,Nord,2022,3,24,Burkina Faso,Nord,Aorema,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 24 March 2022, presumed JNIM militants set off explosives and destroyed telecommunications antenna in the village of Aorema (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,40000,15000,5000,30000,1000,91000,10556.7415363089,4686675,7501,0.0016
2022_8_29_-4.09_12.18,BFA,Burkina Faso,BFA.1.2_1,Boucle du Mouhoun,2022,8,29,Burkina Faso,Boucle du Mouhoun,Solenzo,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 29 August 2022, presumed JNIM militants burned the offices of National Identification Office (ONI) and sabotaged telecommunications antennas and a vehicle of a policeman in the town of Solenzo (Solenzo, Banwa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,40000,15000,5000,30000,1000,91000,28268.900356166043,8492827,13585,0.0016
2022_2_6_-3.8195_10.0524,BFA,Burkina Faso,BFA.13.4_1,Sud-Ouest,2022,2,6,Burkina Faso,Sud-Ouest,Djigoue,communications,antenna,Attack on civilians,destruction,destroyed,"On 6 February 2022, presumed JNIM militants shot and wounded a mentally ill person insulting them and destroyed a telecommunications antenna in the village of Djigoue (Djigoue, Poni).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,22882.902915661773,6695291,10722,0.0016
2022_2_20_-0.541_13.4151,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2022,2,20,Burkina Faso,Centre-Nord,Tafogo,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 20 February 2022, presumed JNIM militants destroyed a telecommunications antenna in the village of Tafogo (Tougouri, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,9182.919886485535,2491427,3982,0.0016
2022_10_12_-2.3476_13.3857,BFA,Burkina Faso,BFA.10.4_1,Nord,2022,10,12,Burkina Faso,Nord,Leba,communications,antenna,Looting/property destruction,arson,partially burned,"Property destruction: On 12 October 2022, presumed JNIM militants burned the generator of a telecommunications antenna and vandalized a school in the village of Leba (Leba, Zondoma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,25223.962838821983,7320801,11720,0.0016
2023_3_29_-0.5413_12.7226,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2023,3,29,Burkina Faso,Centre-Nord,Zambanga,communications,installation,Looting/property destruction,ransacking,unknown,"Property destruction: On 29 March 2023, presumed JNIM militants vandalized cell phone installations in the village of Zambanga (Boulsa, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,40000,15000,5000,30000,1000,91000,30790.450218984184,13822820,22122,0.0016
2022_12_25_-0.6829_11.2846,BFA,Burkina Faso,BFA.3.1_1,Centre-Est,2022,12,25,Burkina Faso,Centre-Est,Wangala,communications,antenna,Abduction/forced disappearance,sabotage,unknown,"On 25 December 2022, presumed JNIM militants abducted a mechanic and sabotaged telecommunications antennas in the village of Wangala (Zabre, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,26238.9635956704,6829853,10921,0.0016
2022_2_4_-3.2974_13.0747,BFA,Burkina Faso,BFA.1.6_1,Boucle du Mouhoun,2022,2,4,Burkina Faso,Boucle du Mouhoun,Kassoum,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: Around 4 February 2022 (as reported), presumed JNIM militants sabotaged a telecommunications installation in the town of Kassoum (Kassoum, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,10100.183589078735,2991725,4784,0.0016
2021_5_7_0.4199_13.9931,BFA,Burkina Faso,BFA.12.2_1,Sahel,2021,5,7,Niger,Tillaberi,Petel Kole,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 7 May 2021, presumed ISWAP (Greater Sahara) militants burned a telecom antenna in the village of Petel Kole (Tera, Tillaberi).",0,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Niger),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,9459.431405979602,2368507,3793,0.0016
2022_11_26_-3.6664_10.3116,BFA,Burkina Faso,BFA.13.4_1,Sud-Ouest,2022,11,26,Burkina Faso,Sud-Ouest,Lokosso-Gan,communications,antenna,Attack on civilians,destruction,destroyed,"On 26 November 2022, presumed JNIM militants killed a volunteer fighter (VDP) recruit (assumed off-duty) and destroyed telecommunications antennas in the village of Lokosso-Gan (Loropeni, Poni).",1,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),VDP: Volunteer for Defense of Homeland,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,12450.289453795624,3154560,5054,0.0016
2021_8_6_0.639_13.165,BFA,Burkina Faso,BFA.12.4_1,Sahel,2021,8,6,Burkina Faso,Sahel,Mansila,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 6 August 2021, presumed JNIM militants vandalized a telecommunications antenna in the commune of Mansila (Mansila, Yagha).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,15003.581666254717,4148506,6632,0.0016
